date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:14:38	395/395	---M-Z	200	added ('OK')	text/plain	etag:%22344-5cb3a033eed44-gzip%22	https://ageroute.ci/robots.txt		(from )
09:14:39	83225/83225	---MCZ	200	added ('OK')	text/html	date:Mon,%2007%20Feb%202022%2009:14:39%20GMT	https://ageroute.ci/	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/index.html	(from )
09:14:39	15086/15086	---M--	200	added ('OK')	image/vnd.microsoft.icon	etag:%223aee-5cb3a03541b19%22	https://ageroute.ci/templates/ageroute/favicon.ico	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/templates/ageroute/favicon.ico	(from https://ageroute.ci/)
09:14:39	1354/1354	---M-Z	200	added ('OK')	application/rss+xml	date:Mon,%2007%20Feb%202022%2009:14:40%20GMT	https://ageroute.ci/?format=feed&type=rss	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/indexc0d0.html	(from https://ageroute.ci/)
09:14:39	9502/9502	---M-Z	200	added ('OK')	text/css	etag:%22251e-5cb3a0324ae93-gzip%22	https://ageroute.ci/media/cck/css/cck.css	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/media/cck/css/cck.css	(from https://ageroute.ci/)
09:14:40	5345/5345	---M-Z	200	added ('OK')	text/css	etag:%2214e1-5cb3a0324ae93-gzip%22	https://ageroute.ci/media/cck/css/cck.intro.css	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/media/cck/css/cck.intro.css	(from https://ageroute.ci/)
09:14:40	9432/9432	---M-Z	200	added ('OK')	text/css	etag:%2224d8-5cb3a0337c928-gzip%22	https://ageroute.ci/modules/mod_highlighter_gk5/interface/css/style.css	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/modules/mod_highlighter_gk5/interface/css/style.css	(from https://ageroute.ci/)
09:14:40	1591/1591	---MC-	200	added ('OK')	application/atom+xml	date:Mon,%2007%20Feb%202022%2009:14:40%20GMT	https://ageroute.ci/?format=feed&type=atom	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/index7b17.html	(from https://ageroute.ci/)
09:14:40	11455/11455	---M-Z	200	added ('OK')	text/css	etag:%222cbf-5cb3a0338a3e8-gzip%22	https://ageroute.ci/modules/mod_image_show_gk4/styles/gk_hotel_tabs/style.css	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/modules/mod_image_show_gk4/styles/gk_hotel_tabs/style.css	(from https://ageroute.ci/)
09:14:40	97646/97646	---M-Z	200	added ('OK')	application/javascript	etag:%2217d6e-5cb3a0335c589-gzip%22	https://ageroute.ci/media/jui/js/jquery.min.js?6a7c03bfc92decd27f0487f6f3335e46	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/media/jui/js/jquery.minbfdb.js	(from https://ageroute.ci/)
09:14:41	21/21	---M--	200	added ('OK')	application/javascript	etag:%2215-5cb3a0335b5e9%22	https://ageroute.ci/media/jui/js/jquery-noconflict.js?6a7c03bfc92decd27f0487f6f3335e46	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/media/jui/js/jquery-noconflictbfdb.js	(from https://ageroute.ci/)
09:14:41	10056/10056	---M-Z	200	added ('OK')	application/javascript	etag:%222748-5cb3a0335b5e9-gzip%22	https://ageroute.ci/media/jui/js/jquery-migrate.min.js?6a7c03bfc92decd27f0487f6f3335e46	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/media/jui/js/jquery-migrate.minbfdb.js	(from https://ageroute.ci/)
09:14:41	29126/29126	---M-Z	200	added ('OK')	application/javascript	etag:%2271c6-5cb3a0335b5e9-gzip%22	https://ageroute.ci/media/jui/js/bootstrap.min.js?6a7c03bfc92decd27f0487f6f3335e46	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/media/jui/js/bootstrap.minbfdb.js	(from https://ageroute.ci/)
09:14:42	15187/15187	---M-Z	200	added ('OK')	application/javascript	etag:%223b53-5cb3a0324be33-gzip%22	https://ageroute.ci/media/cck/js/cck.core-3.18.2.min.js	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/media/cck/js/cck.core-3.18.2.min.js	(from https://ageroute.ci/)
09:14:42	8101/8101	---M-Z	200	added ('OK')	application/javascript	etag:%221fa5-5cb3a0337d8c8-gzip%22	https://ageroute.ci/modules/mod_highlighter_gk5/interface/scripts/jquery.easing.js	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/modules/mod_highlighter_gk5/interface/scripts/jquery.easing.js	(from https://ageroute.ci/)
09:14:42	37908/37908	---M-Z	200	added ('OK')	application/javascript	etag:%229414-5cb3a0337d8c8-gzip%22	https://ageroute.ci/modules/mod_highlighter_gk5/interface/scripts/engine.jquery.js	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/modules/mod_highlighter_gk5/interface/scripts/engine.jquery.js	(from https://ageroute.ci/)
09:14:42	17043/17043	---M-Z	200	added ('OK')	application/javascript	etag:%224293-5cb3a0338a3e8-gzip%22	https://ageroute.ci/modules/mod_image_show_gk4/styles/gk_hotel_tabs/engine.js	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/modules/mod_image_show_gk4/styles/gk_hotel_tabs/engine.js	(from https://ageroute.ci/)
09:14:43	4857/4857	---M--	200	added ('OK')	image/png	etag:%2212f9-5cb3a03540b79%22	https://ageroute.ci/templates/ageroute/apple_touch_icon.png	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/templates/ageroute/apple_touch_icon.png	(from https://ageroute.ci/)
09:14:43	180850/180850	---M-Z	200	added ('OK')	text/css	etag:%222c272-5cb3a035478d9-gzip%22	https://ageroute.ci/templates/ageroute/styles/ageroute/css/bootstrap.css	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/templates/ageroute/styles/ageroute/css/bootstrap.css	(from https://ageroute.ci/)
09:14:43	202652/202652	---M-Z	200	added ('OK')	text/css	etag:%223179c-5cb3a035478d9-gzip%22	https://ageroute.ci/templates/ageroute/styles/ageroute/css/theme.css	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/templates/ageroute/styles/ageroute/css/theme.css	(from https://ageroute.ci/)
09:14:43	28347/28347	---M-Z	200	added ('OK')	text/css	etag:%226ebb-5cb3a03541b19-gzip%22	https://ageroute.ci/templates/ageroute/css/custom.css	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/templates/ageroute/css/custom.css	(from https://ageroute.ci/)
09:14:43	13029/13029	---M-Z	200	added ('OK')	text/css	etag:%2232e5-5cb3a035478d9-gzip%22	https://ageroute.ci/templates/ageroute/styles/ageroute/css/plyr.css	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/templates/ageroute/styles/ageroute/css/plyr.css	(from https://ageroute.ci/)
09:14:44	43151/43151	---M-Z	200	added ('OK')	application/javascript	etag:%22a88f-5cb3a03556338-gzip%22	https://ageroute.ci/templates/ageroute/warp/vendor/uikit/js/uikit.js	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/templates/ageroute/warp/vendor/uikit/js/uikit.js	(from https://ageroute.ci/)
09:14:44	4169/4169	---M-Z	200	added ('OK')	application/javascript	etag:%221049-5cb3a03555398-gzip%22	https://ageroute.ci/templates/ageroute/warp/vendor/uikit/js/components/autocomplete.js	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/templates/ageroute/warp/vendor/uikit/js/components/autocomplete.js	(from https://ageroute.ci/)
09:14:44	2715/2715	---M-Z	200	added ('OK')	application/javascript	etag:%22a9b-5cb3a03556338-gzip%22	https://ageroute.ci/templates/ageroute/warp/vendor/uikit/js/components/search.js	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/templates/ageroute/warp/vendor/uikit/js/components/search.js	(from https://ageroute.ci/)
09:14:44	3639/3639	---M-Z	200	added ('OK')	application/javascript	etag:%22e37-5cb3a03556338-gzip%22	https://ageroute.ci/templates/ageroute/warp/vendor/uikit/js/components/tooltip.js	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/templates/ageroute/warp/vendor/uikit/js/components/tooltip.js	(from https://ageroute.ci/)
09:14:44	4776/4776	---M-Z	200	added ('OK')	application/javascript	etag:%2212a8-5cb3a03556338-gzip%22	https://ageroute.ci/templates/ageroute/warp/vendor/uikit/js/components/sticky.js	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/templates/ageroute/warp/vendor/uikit/js/components/sticky.js	(from https://ageroute.ci/)
09:14:45	6890/6890	---M-Z	200	added ('OK')	application/javascript	etag:%221aea-5cb3a03556338-gzip%22	https://ageroute.ci/templates/ageroute/warp/vendor/uikit/js/components/slideset.js	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/templates/ageroute/warp/vendor/uikit/js/components/slideset.js	(from https://ageroute.ci/)
09:14:45	6823/6823	---M-Z	200	added ('OK')	application/javascript	etag:%221aa7-5cb3a03556338-gzip%22	https://ageroute.ci/templates/ageroute/warp/vendor/uikit/js/components/slider.js	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/templates/ageroute/warp/vendor/uikit/js/components/slider.js	(from https://ageroute.ci/)
09:14:45	8660/8660	---M-Z	200	added ('OK')	application/javascript	etag:%2221d4-5cb3a03556338-gzip%22	https://ageroute.ci/templates/ageroute/warp/vendor/uikit/js/components/lightbox.js	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/templates/ageroute/warp/vendor/uikit/js/components/lightbox.js	(from https://ageroute.ci/)
09:14:45	1393/1393	---M-Z	200	added ('OK')	application/javascript	etag:%22571-5cb3a0354b758-gzip%22	https://ageroute.ci/templates/ageroute/warp/js/social.js	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/templates/ageroute/warp/js/social.js	(from https://ageroute.ci/)
09:14:46	1237/1237	---M-Z	200	added ('OK')	application/javascript	etag:%224d5-5cb3a03548878-gzip%22	https://ageroute.ci/templates/ageroute/styles/ageroute/js/theme.js	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/templates/ageroute/styles/ageroute/js/theme.js	(from https://ageroute.ci/)
09:14:46	336/336	---M-Z	200	added ('OK')	application/javascript	etag:%22150-5cb3a03548878-gzip%22	https://ageroute.ci/templates/ageroute/styles/ageroute/js/jquery.onscreen.min.js	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/templates/ageroute/styles/ageroute/js/jquery.onscreen.min.js	(from https://ageroute.ci/)
09:14:46	43001/43001	---M-Z	200	added ('OK')	application/javascript	etag:%22a7f9-5cb3a03548878-gzip%22	https://ageroute.ci/templates/ageroute/styles/ageroute/js/plyr.js	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/templates/ageroute/styles/ageroute/js/plyr.js	(from https://ageroute.ci/)
09:14:46	3097/3097	---M-Z	200	added ('OK')	application/x-javascript	etag:%221a7507cfe405a90479f78b989e7246fd%22	http://connect.facebook.net/fr_FR/sdk.js	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/connect.facebook.net/fr_FR/sdk.js	(from https://ageroute.ci/)
09:14:47	762/762	---M--	200	added ('OK')	image/png	etag:%222fa-5cb3a031c4257%22	https://ageroute.ci/images/module/social/linkedin.png	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/images/module/social/linkedin.png	(from https://ageroute.ci/)
09:14:47	1351/1351	---M--	200	added ('OK')	image/png	etag:%22547-5cb3a031c32b7%22	https://ageroute.ci/images/module/social/facebook.png	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/images/module/social/facebook.png	(from https://ageroute.ci/)
09:14:47	1958/1958	---M--	200	added ('OK')	image/png	etag:%227a6-5cb3a031c4257%22	https://ageroute.ci/images/module/social/googleplus.png	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/images/module/social/googleplus.png	(from https://ageroute.ci/)
09:14:47	968/968	---M--	200	added ('OK')	image/png	etag:%223c8-5cb3a031c4257%22	https://ageroute.ci/images/module/social/twitter.png	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/images/module/social/twitter.png	(from https://ageroute.ci/)
09:14:47	1193/1193	---M--	200	added ('OK')	image/png	etag:%224a9-5cb3a031c4257%22	https://ageroute.ci/images/module/social/youtube.png	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/images/module/social/youtube.png	(from https://ageroute.ci/)
09:14:48	15062/15062	---M--	200	added ('OK')	image/png	etag:%223ad6-5cb3a04832492%22	https://ageroute.ci/images/logo/logo-ageroute.png	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/images/logo/logo-ageroute.png	(from https://ageroute.ci/)
09:14:48	32945/32945	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Feb%202022%2009:14:48%20GMT	https://ageroute.ci/ageroute/informations-generales/mot-du-directeur-general	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/ageroute/informations-generales/mot-du-directeur-general.html	(from https://ageroute.ci/)
09:14:48	1099/1099	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Feb%202022%2009:14:49%20GMT	https://ageroute.ci/ageroute/informations-generales/historique	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/ageroute/informations-generales/historique	(from https://ageroute.ci/)
09:14:48	31656/31656	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Feb%202022%2009:14:49%20GMT	https://ageroute.ci/ageroute/informations-generales/missions	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/ageroute/informations-generales/missions.html	(from https://ageroute.ci/)
09:14:49	31033/31033	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Feb%202022%2009:14:49%20GMT	https://ageroute.ci/ageroute/informations-generales/representation	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/ageroute/informations-generales/representation.html	(from https://ageroute.ci/)
09:14:49	32166/32166	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Feb%202022%2009:14:49%20GMT	https://ageroute.ci/ageroute/prestations/conseils-et-conventions	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/ageroute/prestations/conseils-et-conventions.html	(from https://ageroute.ci/)
09:14:49	31402/31402	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Feb%202022%2009:14:50%20GMT	https://ageroute.ci/ageroute/prestations/les-conseils-generaux	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/ageroute/prestations/les-conseils-generaux.html	(from https://ageroute.ci/)
09:14:49	31879/31879	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Feb%202022%2009:14:50%20GMT	https://ageroute.ci/gestion-du-reseau/reseau-routier/repartition-cartographie	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/gestion-du-reseau/reseau-routier/repartition-cartographie.html	(from https://ageroute.ci/)
09:14:50	36060/36060	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Feb%202022%2009:14:50%20GMT	https://ageroute.ci/gestion-du-reseau/reseau-routier/etat-evolution	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/gestion-du-reseau/reseau-routier/etat-evolution.html	(from https://ageroute.ci/)
09:14:50	31402/31402	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Feb%202022%2009:14:50%20GMT	https://ageroute.ci/gestion-du-reseau/reseau-routier/signalisation	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/gestion-du-reseau/reseau-routier/signalisation.html	(from https://ageroute.ci/)
09:14:50	31590/31590	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Feb%202022%2009:14:50%20GMT	https://ageroute.ci/gestion-du-reseau/reseau-routier/banque-de-donnees	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/gestion-du-reseau/reseau-routier/banque-de-donnees.html	(from https://ageroute.ci/)
09:14:50	31968/31968	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Feb%202022%2009:14:51%20GMT	https://ageroute.ci/projets/projets-routiers/urbains	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/projets/projets-routiers/urbains.html	(from https://ageroute.ci/)
09:14:51	31816/31816	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Feb%202022%2009:14:51%20GMT	https://ageroute.ci/projets/projets-routiers/interurbains	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/projets/projets-routiers/interurbains.html	(from https://ageroute.ci/)
09:14:51	31524/31524	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Feb%202022%2009:14:51%20GMT	https://ageroute.ci/projets/ouvrages-d-art/ponts	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/projets/ouvrages-d-art/ponts.html	(from https://ageroute.ci/)
09:14:51	29736/29736	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Feb%202022%2009:14:51%20GMT	https://ageroute.ci/projets/ouvrages-d-art/echangeurs	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/projets/ouvrages-d-art/echangeurs.html	(from https://ageroute.ci/)
09:14:51	39384/39384	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Feb%202022%2009:14:52%20GMT	https://ageroute.ci/appels-d-offres/avis-d-appel-d-offres-de-travaux	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/appels-d-offres/avis-d-appel-d-offres-de-travaux.html	(from https://ageroute.ci/)
09:14:51	39495/39495	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Feb%202022%2009:14:52%20GMT	https://ageroute.ci/appels-d-offres/avis-de-manifestation-d-interet	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/appels-d-offres/avis-de-manifestation-d-interet.html	(from https://ageroute.ci/)
09:14:52	29745/29745	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Feb%202022%2009:14:52%20GMT	https://ageroute.ci/appels-d-offres/avis-du-reseau-africatip	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/appels-d-offres/avis-du-reseau-africatip.html	(from https://ageroute.ci/)
09:14:52	29781/29781	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Feb%202022%2009:14:52%20GMT	https://ageroute.ci/appels-d-offres/avis-de-passation-de-marches	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/appels-d-offres/avis-de-passation-de-marches.html	(from https://ageroute.ci/)
09:14:52	34154/34154	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Feb%202022%2009:14:53%20GMT	https://ageroute.ci/appels-d-offres/appel-offre-de-fournitures	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/appels-d-offres/appel-offre-de-fournitures.html	(from https://ageroute.ci/)
09:14:52	38867/38867	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Feb%202022%2009:14:53%20GMT	https://ageroute.ci/appels-d-offres/resultas	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/appels-d-offres/resultas.html	(from https://ageroute.ci/)
09:14:53	41248/41248	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Feb%202022%2009:14:53%20GMT	https://ageroute.ci/actualites/news	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/actualites/news.html	(from https://ageroute.ci/)
09:14:53	31551/31551	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Feb%202022%2009:14:53%20GMT	https://ageroute.ci/actualites/evenements	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/actualites/evenements.html	(from https://ageroute.ci/)
09:14:53	35587/35587	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Feb%202022%2009:14:53%20GMT	https://ageroute.ci/actualites/documentations	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/actualites/documentations.html	(from https://ageroute.ci/)
09:14:53	29569/29569	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Feb%202022%2009:14:54%20GMT	https://ageroute.ci/actualites/magazines	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/actualites/magazines.html	(from https://ageroute.ci/)
09:14:53	37780/37780	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Feb%202022%2009:14:54%20GMT	https://ageroute.ci/actualites/videos	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/actualites/videos.html	(from https://ageroute.ci/)
09:14:54	32266/32266	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Feb%202022%2009:14:54%20GMT	https://ageroute.ci/actualites/communiques	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/actualites/communiques.html	(from https://ageroute.ci/)
09:14:54	34471/34471	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Feb%202022%2009:14:54%20GMT	https://ageroute.ci/actualites/vie-de-l-entreprise	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/actualites/vie-de-l-entreprise.html	(from https://ageroute.ci/)
09:14:54	29575/29575	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Feb%202022%2009:14:55%20GMT	https://ageroute.ci/actualites/dossiers	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/actualites/dossiers.html	(from https://ageroute.ci/)
09:14:54	33180/33180	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Feb%202022%2009:14:55%20GMT	https://ageroute.ci/contact	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/contact.html	(from https://ageroute.ci/)
09:14:55	38695/38695	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Feb%202022%2009:14:55%20GMT	https://ageroute.ci/actualites/communiques/270-communique-de-presse	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/actualites/communiques/270-communique-de-presse.html	(from https://ageroute.ci/)
09:14:55	38614/38614	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Feb%202022%2009:14:55%20GMT	https://ageroute.ci/actualites/communiques/194-2020-05-06-13-38-11	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/actualites/communiques/194-2020-05-06-13-38-11.html	(from https://ageroute.ci/)
09:14:55	39516/39516	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Feb%202022%2009:14:55%20GMT	https://ageroute.ci/actualites/documentations/34-reglements/93-reglement-n-14-2005-cm-uemoa	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/actualites/documentations/34-reglements/93-reglement-n-14-2005-cm-uemoa.html	(from https://ageroute.ci/)
09:14:56	44129/44129	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Feb%202022%2009:14:56%20GMT	https://ageroute.ci/actualites/news/272-route-de-l-est-bientot-la-fin-du-calvaire	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/actualites/news/272-route-de-l-est-bientot-la-fin-du-calvaire.html	(from https://ageroute.ci/)
09:14:56	226384/226384	---M--	200	added ('OK')	application/pdf	etag:%2237450-5cb3a032a6b50%22	https://ageroute.ci/media/files/160/avisvoie-latrillesortie-ouestsortie-ouestlatrilley4--07032019-pb.pdf	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/media/files/160/avisvoie-latrillesortie-ouestsortie-ouestlatrilley4--07032019-pb.pdf	(from https://ageroute.ci/)
09:14:57	60735/60735	---M--	200	added ('OK')	image/png	etag:%22ed3f-5d4e711ea3c05%22	https://ageroute.ci/images/article/272/_thumb2/image7.png	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/images/article/272/_thumb2/image7.png	(from https://ageroute.ci/)
09:14:57	42740/42740	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Feb%202022%2009:14:57%20GMT	https://ageroute.ci/actualites/news/266-phase-2-echangeur-de-l-amitie-ivoiro-japonaise-le-directeur-general-de-l-ageroute-en-visite-de-travail	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/actualites/news/266-phase-2-echangeur-de-l-amitie-ivoiro-japonaise-le-directeur-general-de-l-ageroute-en-visite-de-travail.html	(from https://ageroute.ci/)
09:14:57	20557/20557	---M--	200	added ('OK')	image/gif	etag:%22504d-5d19dd7da49e2%22	https://ageroute.ci/images/article/266/_thumb2/25934190448361209897822094501521288275370441n.gif	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/images/article/266/_thumb2/25934190448361209897822094501521288275370441n.gif	(from https://ageroute.ci/)
09:14:58	42927/42927	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Feb%202022%2009:14:58%20GMT	https://ageroute.ci/actualites/news/261-politique-qhse-le-dg-engage-l-agence-au-systeme-de-management-integre-qhse	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/actualites/news/261-politique-qhse-le-dg-engage-l-agence-au-systeme-de-management-integre-qhse.html	(from https://ageroute.ci/)
09:14:58	52252/52252	---M--	200	added ('OK')	image/png	etag:%22cc1c-5ce4f66ffc07e%22	https://ageroute.ci/images/article/261/_thumb2/piccertif.png	C:/xampp/htdocs/SITE_INTERNET_INCI_2022/SITE_WEB_INCI/ageroute.ci/images/article/261/_thumb2/piccertif.png	(from https://ageroute.ci/)
